cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000125,0,,7,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000975,0,,69,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000775,.00005,,68,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00045,0,,67,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0008,.00005,,66,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0008,0,,65,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0007,0,,64,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000975,0,,63,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.001025,0,,62,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000725,.000025,,61,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00105,.000025,,60,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00005,.00005,,6,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000475,.000025,,59,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000825,0,,58,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000725,0,,57,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0007,0,,56,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0006,0,,55,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000925,.00005,,54,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.0001,,538,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.00025,,537,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,0,,536,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000075,0,,535,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.00075,,534,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,0,,533,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00005,.00005,,532,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000125,,531,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.00025,,530,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000325,.000025,,53,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000225,,529,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000025,,528,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.00005,,527,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,0,,526,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000375,,525,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.0001,,524,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000125,,523,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.0003,,522,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.00015,,521,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000225,,520,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0011,0,,52,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.000275,,519,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.00025,,518,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000125,,517,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000375,,516,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.0004,,515,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000275,,514,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.0004,,513,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00005,.0004,,512,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.0003,,511,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.000425,,510,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00125,0,,51,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.00055,,509,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.000125,,508,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000325,,507,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000675,,506,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.00015,,505,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.00065,,504,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.000425,,503,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.00025,,502,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000725,,501,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000325,,500,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00035,.000025,,50,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,0,,5,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.0002,,499,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000575,,498,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000425,,497,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.00085,,496,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.0006,,495,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000275,,494,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.0008,,493,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.001075,,492,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.0003,,491,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000775,,490,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000475,0,,49,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000475,,489,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.00035,,488,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.00125,,487,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.0011,,486,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.000325,,485,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00005,.000925,,484,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.0006,,483,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.0007,,482,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000725,,481,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000825,,480,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000775,0,,48,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.000475,,479,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.00105,,478,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.000725,,477,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.001025,,476,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000975,,475,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.0007,,474,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.0008,,473,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00005,.0008,,472,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.00045,,471,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00005,.000775,,470,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0003,0,,47,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000975,,469,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00005,.00105,,468,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.001175,,467,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000075,.0012,,466,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.00065,,465,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00005,.00095,,464,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00005,.00115,,463,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.0011,,462,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.00145,,461,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.00065,,460,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.001075,0,,46,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000825,,459,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.00135,,458,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.0009,,457,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.0019,,456,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.001875,,455,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.000825,,454,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.001325,,453,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00005,.00175,,452,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000075,.001025,,451,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.002175,,450,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0008,0,,45,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.001775,,449,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0001,.000925,,448,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.001925,,447,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.002125,,446,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.0015,,445,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0001,.0029,,444,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.00085,,443,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.0013,,442,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000075,.003475,,441,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00005,.001375,,440,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000275,0,,44,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00005,.00155,,439,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.003325,,438,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00005,.00155,,437,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.0024,,436,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.00495,,435,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000075,.001375,,434,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.001425,,433,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.004125,,432,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000075,.00235,,431,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.001775,,430,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0006,0,,43,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000075,.003525,,429,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000225,.003175,,428,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0001,.0023,,427,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00005,.00385,,426,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00005,.004725,,425,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000075,.00215,,424,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0001,.003475,,423,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000075,.005375,,422,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0001,.00385,,421,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000275,.001425,,420,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00085,0,,42,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00005,.00485,,419,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00005,.00175,,418,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000125,.0012,,417,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000125,.011475,,416,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0001,.0039,,415,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000075,.0012,,414,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0001,.019125,,413,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000075,.01105,,412,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000125,.00095,,411,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000025,.001425,,410,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000425,0,,41,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000075,.00225,,409,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00055,.000975,,408,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000075,.00315,,407,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000125,.0074,,406,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000075,.00135,,405,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000325,.001,,404,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00005,.002,,403,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00015,.00125,,402,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000175,.0012,,401,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000575,.003,,400,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000575,0,,40,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00075,0,,4,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00025,.00135,,399,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",0,.0011,,398,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000075,.00575,,397,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0001,.003375,,396,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000175,.0012,,395,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00025,.002075,,394,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0001,.001425,,393,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000125,.00095,,392,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000275,.0033,,391,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0002,.00365,,390,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0002,.000025,,39,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0002,.001825,,389,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.001225,.0034,,388,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00045,.00185,,387,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000225,.001325,,386,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000175,.002,,385,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.001025,.00195,,384,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000525,.001575,,383,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00035,.001625,,382,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000875,.003375,,381,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00075,.001625,,380,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000325,0,,38,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000375,.0015,,379,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000275,.00495,,378,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000775,.002525,,377,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00135,.001025,,376,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00075,.0125,,375,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000925,.006975,,374,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00035,.00205,,373,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00035,.00305,,372,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000575,.00195,,371,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0012,.001,,370,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000725,0,,37,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0012,.004625,,369,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000225,.00905,,368,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0009,.00205,,367,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.0006,.00115,,366,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000625,.001925,,365,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.000825,.002725,,364,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.004525,.001875,,363,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00565,.004375,,362,19:00:05 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.00045,.00275,,361,19:00:05 17 Aug 2020,40000
